Bdist3	braDis3	Brachypodium distachyon Bd21 (JGI v3.0)	eukaryota	Streptophyta
Mtrun4	medTru4	Medicago truncatula (Mt4.0v1)	eukaryota	Streptophyta
Graim2	gosRai2	Gossypium raimondii (Cotton v2)	eukaryota	Streptophyta
Ptric3	popTri3	Populus trichocarpa (JGI v3.0)	eukaryota	Streptophyta
Sbico3	sorBic3	Sorghum bicolor (Version 3.1)	eukaryota	Streptophyta
Oarie1	oviAri3	Ovis aries (sheep) (Feb 2010)	eukaryota	Mammalia
Zmays6	zeaMay6	Zea mays B73 (Version AGPv3)	eukaryota	Streptophyta
Gmax2	glyMax2	Glycine max (soybean) (Wm82.a2)	eukaryota	Streptophyta
Rnorv6	rn6	Rattus norvegicus (Rat Jul. 2014 RGSC 6.0/rn6)	eukaryota	Mammalia
Vpaco2	vicPac2	Vicugna pacos (Alpaca Mar. 2013 Vicugna_pacos-2.0.1/vicPac2)	eukaryota	Mammalia
Osati7	orySat7	Oryza sativa Japonica Group (Japanese rice IRGSP-1.0)	eukaryota	Streptophyta
danRer10	danRer10	Danio rerio (Zebrafish Sep. 2014 GRCz10/danRer10)	eukaryota	Vertebrata
proCap1	proCap1	Procavia capensis (Rock hyrax Jul. 2008 Broad/proCap1)	eukaryota	Mammalia
pteVam1	pteVam1	Pteropus vampyrus (Megabat Jul. 2008 Broad/pteVam1)	eukaryota	Mammalia
manEsc6	manEsc6	Manihot esculenta (Cassava v6)	eukaryota	Spermatophyta
Salm_ente_enterica_serovar_Enteritidis_SA20095309	salmEnte_ENTERICA_ENTER_191	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20095309	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Enteritidis_SA20095440	salmEnte_ENTERICA_ENTER_192	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20095440	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Enteritidis_SA20100239	salmEnte_ENTERICA_ENTER_193	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20100239	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Enteritidis_SA20100349	salmEnte_ENTERICA_ENTER_194	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20100349	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Enteritidis_SA20121703	salmEnte_ENTERICA_ENTER_195	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20121703	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Enteritidis_SA20123395	salmEnte_ENTERICA_ENTER_196	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20123395	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Gallinarum_287_91	salmEnte_ENTERICA_GALLI	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Gallinarum_pullorum_CDC1983_67	salmEnte_ENTERICA_GALLI_1	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. CDC1983-67	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Gallinarum_pullorum_RKS5078	salmEnte_ENTERICA_GALLI_2	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Heidelberg_41578	salmEnte_ENTERICA_HEIDE	Salmonella enterica subsp. enterica serovar Heidelberg str. 41578	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Heidelberg_B182	salmEnte_ENTERICA_HEIDE_1	Salmonella enterica subsp. enterica serovar Heidelberg str. B182	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Heidelberg_CFSAN002064	salmEnte_ENTERICA_HEIDE_2	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002064	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Heidelberg_CFSAN002069	salmEnte_ENTERICA_HEIDE_3	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Heidelberg_SL476	salmEnte_ENTERICA_HEIDE_4	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Infantis_1326_28	salmEnte_ENTERICA_INFAN	Salmonella enterica subsp. enterica serovar Infantis 1326/28	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Javiana_CFSAN001992	salmEnte_ENTERICA_JAVIA	Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Montevideo_507440_20	salmEnte_ENTERICA_MONTE	Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Montevideo_USDA_ARS_USMARC_1903	salmEnte_ENTERICA_MONTE_1	Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1903	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Montevideo_USDA_ARS_USMARC_1921	salmEnte_ENTERICA_MONTE_2	Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1921	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CDC_2010K_2159	salmEnte_ENTERICA_NEWPO	Salmonella enterica subsp. enterica serovar Newport str. CDC 2010K-2159	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CVM_21538	salmEnte_ENTERICA_NEWPO_1	Salmonella enterica subsp. enterica serovar Newport str. CVM 21538	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CVM_21550	salmEnte_ENTERICA_NEWPO_2	Salmonella enterica subsp. enterica serovar Newport str. CVM 21550	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CVM_21554	salmEnte_ENTERICA_NEWPO_3	Salmonella enterica subsp. enterica serovar Newport str. CVM 21554	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CVM_22425	salmEnte_ENTERICA_NEWPO_4	Salmonella enterica subsp. enterica serovar Newport str. CVM 22425	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CVM_22462	salmEnte_ENTERICA_NEWPO_5	Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CVM_22513	salmEnte_ENTERICA_NEWPO_6	Salmonella enterica subsp. enterica serovar Newport str. CVM 22513	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CVM_N1543	salmEnte_ENTERICA_NEWPO_7	Salmonella enterica subsp. enterica serovar Newport str. CVM N1543	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_CVM_N18486	salmEnte_ENTERICA_NEWPO_8	Salmonella enterica subsp. enterica serovar Newport str. CVM N18486	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_SL254	salmEnte_ENTERICA_NEWPO_9	Salmonella enterica subsp. enterica serovar Newport str. SL254	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_USDA_ARS_USMARC_1927	salmEnte_ENTERICA_NEWPO_10	Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1927	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Newport_USMARC_S3124_1	salmEnte_ENTERICA_NEWPO_11	Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Paratyphi_A_CMCC_50503	salmEnte_ENTERICA_PARAT_1	Salmonella enterica subsp. enterica serovar Paratyphi A CMCC 50503	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Paratyphi_A_CMCC_50973	salmEnte_ENTERICA_PARAT	Salmonella enterica subsp. enterica serovar Paratyphi A CMCC 50973	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Paratyphi_A_AKU_12601_AKU12601	salmEnte_ENTERICA_PARAT_2	Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601 AKU12601	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Paratyphi_A_ATCC_9150	salmEnte_ENTERICA_PARAT_3	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Paratyphi_B_SPB7_SGSC4150	salmEnte_ENTERICA_PARAT_4	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7 SGSC4150	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Paratyphi_C_RKS4594	salmEnte_ENTERICA_PARAT_5	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Pullorum	salmEnte_ENTERICA_PULLO	Salmonella enterica subsp. enterica serovar Pullorum	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Pullorum_S06004	salmEnte_ENTERICA_PULLO_1	Salmonella enterica subsp. enterica serovar Pullorum str. S06004	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Schwarzengrund_CVM19633	salmEnte_ENTERICA_SCHWA	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Tennessee_TXSC_TXSC08_19	salmEnte_ENTERICA_TENNE	Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Thompson_RM6836	salmEnte_ENTERICA_THOMP	Salmonella enterica subsp. enterica serovar Thompson str. RM6836	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhi_CT18	salmEnte_ENTERICA_TYPHI	Salmonella enterica subsp. enterica serovar Typhi str. CT18	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhi_P_stx_12	salmEnte_ENTERICA_TYPHI_1	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhi_Ty2	salmEnte_ENTERICA_TYPHI_2	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhi_Ty21a	salmEnte_ENTERICA_TYPHI_3	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_138736	salmEnte_ENTERICA_TYPHI_4	Salmonella enterica subsp. enterica serovar Typhimurium 138736	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_ATCC_13311	salmEnte_ENTERICA_TYPHI_6	Salmonella enterica subsp. enterica serovar Typhimurium ATCC 13311	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_VNP20009	salmEnte_ENTERICA_TYPHI_5	Salmonella enterica subsp. enterica serovar Typhimurium VNP20009	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_14028S	salmEnte_ENTERICA_TYPHI_7	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_798	salmEnte_ENTERICA_TYPHI_8	Salmonella enterica subsp. enterica serovar Typhimurium str. 798	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_CDC_2011K_0870	salmEnte_ENTERICA_TYPHI_9	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-0870	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_D23580	salmEnte_ENTERICA_TYPHI_10	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_DT104	salmEnte_ENTERICA_TYPHI_11	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_DT2	salmEnte_ENTERICA_TYPHI_12	Salmonella enterica subsp. enterica serovar Typhimurium str. DT2	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_L_3553	salmEnte_ENTERICA_TYPHI_13	Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_LT2	salmEnte_ENTERICA_TYPHI_14	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_SL1344	salmEnte_ENTERICA_TYPHI_15	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_ST4_74	salmEnte_ENTERICA_TYPHI_16	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_T000240	salmEnte_ENTERICA_TYPHI_17	Salmonella enterica subsp. enterica serovar Typhimurium str. T000240	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_U288	salmEnte_ENTERICA_TYPHI_18	Salmonella enterica subsp. enterica serovar Typhimurium str. U288	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_UK_1	salmEnte_ENTERICA_TYPHI_19	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_USDA_ARS_USMARC_1899	salmEnte_ENTERICA_TYPHI_20	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1899	bacteria	Proteobacteria	Gammaproteobacteria
Salm_ente_enterica_serovar_Typhimurium_var_5_CFSAN001921	salmEnte_ENTERICA_TYPHI_21	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921	bacteria	Proteobacteria	Gammaproteobacteria
Serr_liqu_ATCC_27592	serrLiqu_ATCC27592	Serratia liquefaciens ATCC 27592	bacteria	Proteobacteria	Gammaproteobacteria
Serr_liqu_HUMV_21	serrLiqu_HUMV_21	Serratia liquefaciens HUMV-21	bacteria	Proteobacteria	Gammaproteobacteria
Serr_marc_FGI94	serrMarc_FGI94	Serratia marcescens FGI94	bacteria	Proteobacteria	Gammaproteobacteria
Serr_marc_SM39	serrMarc_SM39	Serratia marcescens SM39	bacteria	Proteobacteria	Gammaproteobacteria
Serr_marc_WW4	serrMarc_WW4	Serratia marcescens WW4	bacteria	Proteobacteria	Gammaproteobacteria
Serr_marc_marcescens_Db11	serrMarc_MARCESCENS_DB11	Serratia marcescens subsp. marcescens Db11	bacteria	Proteobacteria	Gammaproteobacteria
Serr_mult_RB_25	serrMult_RB_25	Serratia multitudinisentens RB-25	bacteria	Proteobacteria	Gammaproteobacteria
Serr_plym_4Rx13	serrPlym_4RX13	Serratia plymuthica 4Rx13	bacteria	Proteobacteria	Gammaproteobacteria
Serr_plym_AS9	serrPlym_AS9	Serratia plymuthica AS9	bacteria	Proteobacteria	Gammaproteobacteria
Serr_plym_RVH1	serrPlym_RVH1	Serratia plymuthica RVH1	bacteria	Proteobacteria	Gammaproteobacteria
Serr_plym_S13	serrPlym_S13	Serratia plymuthica S13	bacteria	Proteobacteria	Gammaproteobacteria
Serr_plym_V4	serrPlym_V4	Serratia plymuthica V4	bacteria	Proteobacteria	Gammaproteobacteria
Serr_prot_568	serrProt_568	Serratia proteamaculans 568	bacteria	Proteobacteria	Gammaproteobacteria
Serr_AS12	serrSp_AS12	Serratia sp. AS12	bacteria	Proteobacteria	Gammaproteobacteria
Serr_AS13	serrSp_AS13	Serratia sp. AS13	bacteria	Proteobacteria	Gammaproteobacteria
Serr_FS14	serrSp_FS14	Serratia sp. FS14	bacteria	Proteobacteria	Gammaproteobacteria
Serr_SCBI	serrSp_SCBI	Serratia sp. SCBI	bacteria	Proteobacteria	Gammaproteobacteria
Serr_symb_Cinara_cedri	serrSymb_CINARA_CEDRI	Serratia symbiotica str. Cinara cedri	bacteria	Proteobacteria	Gammaproteobacteria
Shew_amaz_SB2B	shewAmaz	Shewanella amazonensis SB2B	bacteria	Proteobacteria	Gammaproteobacteria
Shew_balt_BA175	shewBalt_BA175	Shewanella baltica BA175	bacteria	Proteobacteria	Gammaproteobacteria
Shew_balt_OS117	shewBalt_OS117	Shewanella baltica OS117	bacteria	Proteobacteria	Gammaproteobacteria
Shew_balt_OS155	shewBalt	Shewanella baltica OS155	bacteria	Proteobacteria	Gammaproteobacteria
Shew_balt_OS185	shewBalt_OS185	Shewanella baltica OS185	bacteria	Proteobacteria	Gammaproteobacteria
Shew_balt_OS195	shewBalt_OS195	Shewanella baltica OS195	bacteria	Proteobacteria	Gammaproteobacteria
Shew_balt_OS223	shewBalt_OS223	Shewanella baltica OS223	bacteria	Proteobacteria	Gammaproteobacteria
Shew_balt_OS678	shewBalt_OS678	Shewanella baltica OS678	bacteria	Proteobacteria	Gammaproteobacteria
Shew_deni_OS217	shewDeni	Shewanella denitrificans OS217	bacteria	Proteobacteria	Gammaproteobacteria
Shew_frig_NCIMB_400	shewFrig	Shewanella frigidimarina NCIMB 400	bacteria	Proteobacteria	Gammaproteobacteria
Shew_hali_HAW_EB4	shewHali	Shewanella halifaxensis HAW-EB4	bacteria	Proteobacteria	Gammaproteobacteria
Shew_loih_PV_4	shewLoihPV4	Shewanella loihica PV-4	bacteria	Proteobacteria	Gammaproteobacteria
Shew_onei_MR_1	shewOnei	Shewanella oneidensis MR-1	bacteria	Proteobacteria	Gammaproteobacteria
Shew_peal_ATCC_700345	shewPeal	Shewanella pealeana ATCC 700345	bacteria	Proteobacteria	Gammaproteobacteria
Shew_piez_WP3	shewPiez_WP3	Shewanella piezotolerans WP3	bacteria	Proteobacteria	Gammaproteobacteria
Shew_putr_200	shewPutr_200	Shewanella putrefaciens 200	bacteria	Proteobacteria	Gammaproteobacteria
Shew_putr_CN_32	shewPutrCN32	Shewanella putrefaciens CN-32	bacteria	Proteobacteria	Gammaproteobacteria
Shew_sedi_HAW_EB3	shewSedi_HAW_EB3	Shewanella sediminis HAW-EB3	bacteria	Proteobacteria	Gammaproteobacteria
Shew_ANA_3	shewANA3	Shewanella sp. ANA-3	bacteria	Proteobacteria	Gammaproteobacteria
Shew_MR_4	shewMR4	Shewanella sp. MR-4	bacteria	Proteobacteria	Gammaproteobacteria
Shew_MR_7	shewMR7	Shewanella sp. MR-7	bacteria	Proteobacteria	Gammaproteobacteria
Shew_W3_18_1	shewW318	Shewanella sp. W3-18-1	bacteria	Proteobacteria	Gammaproteobacteria
Shew_viol_DSS12	shewViol_DSS12	Shewanella violacea DSS12	bacteria	Proteobacteria	Gammaproteobacteria
Shew_wood_ATCC_51908	shewWood	Shewanella woodyi ATCC 51908	bacteria	Proteobacteria	Gammaproteobacteria
Shig_boyd_CDC_3083_94_BS512	shigBoyd_CDC_3083_94_BS512	Shigella boydii CDC 3083-94 BS512	bacteria	Proteobacteria	Gammaproteobacteria
Shig_boyd_Sb227	shigBoyd_SB227	Shigella boydii Sb227	bacteria	Proteobacteria	Gammaproteobacteria
Shig_dyse_1617	shigDyse_1617	Shigella dysenteriae 1617	bacteria	Proteobacteria	Gammaproteobacteria
Shig_dyse_Sd197	shigDyse_SD197	Shigella dysenteriae Sd197	bacteria	Proteobacteria	Gammaproteobacteria
Shig_flex	shigFlex	Shigella flexneri	bacteria	Proteobacteria	Gammaproteobacteria
Shig_flex_2002017	shigFlex_2002017	Shigella flexneri 2002017	bacteria	Proteobacteria	Gammaproteobacteria
Shig_flex_2003036	shigFlex_2003036	Shigella flexneri 2003036	bacteria	Proteobacteria	Gammaproteobacteria
Shig_flex_2a_2457T	shigFlex_2A_2457T	Shigella flexneri 2a str. 2457T	bacteria	Proteobacteria	Gammaproteobacteria
Shig_flex_2a_301	shigFlex_2A	Shigella flexneri 2a str. 301	bacteria	Proteobacteria	Gammaproteobacteria
Shig_flex_5_8401	shigFlex_5_8401	Shigella flexneri 5 str. 8401	bacteria	Proteobacteria	Gammaproteobacteria
Shig_flex_Shi06HN006	shigFlex_SHI06HN006	Shigella flexneri Shi06HN006	bacteria	Proteobacteria	Gammaproteobacteria
Shig_sonn_53G	shigSonn_53G	Shigella sonnei 53G	bacteria	Proteobacteria	Gammaproteobacteria
Shig_sonn_Ss046	shigSonn_SS046	Shigella sonnei Ss046	bacteria	Proteobacteria	Gammaproteobacteria
Shim_blat_DSM_4481_NBRC_105725	shimBlat_DSM4481_NBRC_105725	Shimwellia blattae DSM 4481 NBRC 105725	bacteria	Proteobacteria	Gammaproteobacteria
Simi_agar_SA1_DSM_21679	simiAgar_SA1_DSM21679	Simiduia agarivorans SA1 DSM 21679	bacteria	Proteobacteria	Gammaproteobacteria
Soda_glos_morsitans	sodaGlos_MORSITANS	Sodalis glossinidius str. morsitans	bacteria	Proteobacteria	Gammaproteobacteria
Soda_prae_HS1	sodaPrae_HS1	Sodalis praecaptivus HS1	bacteria	Proteobacteria	Gammaproteobacteria
Spir_sali_M19_40	spirSali_M19_40	Spiribacter salinus M19-40	bacteria	Proteobacteria	Gammaproteobacteria
Spir_UAH_SP71	spirSp_UAH_SP71	Spiribacter sp. UAH-SP71	bacteria	Proteobacteria	Gammaproteobacteria
Sten_malt_13637	stenMalt_13637	Stenotrophomonas maltophilia 13637	bacteria	Proteobacteria	Gammaproteobacteria
Sten_malt_D457	stenMalt_D457	Stenotrophomonas maltophilia D457	bacteria	Proteobacteria	Gammaproteobacteria
Sten_malt_JV3	stenMalt_JV3	Stenotrophomonas maltophilia JV3	bacteria	Proteobacteria	Gammaproteobacteria
Sten_malt_K279a	stenMalt_K279A	Stenotrophomonas maltophilia K279a	bacteria	Proteobacteria	Gammaproteobacteria
Sten_malt_R551_3	stenMalt_R551_3	Stenotrophomonas maltophilia R551-3	bacteria	Proteobacteria	Gammaproteobacteria
Sten_rhiz_DSM14405	stenRhiz_DSM14405	Stenotrophomonas rhizophila DSM14405	bacteria	Proteobacteria	Gammaproteobacteria
Tatl_micd_ATCC33218	tatlMicd_ATCC33218	Tatlockia micdadei ATCC33218	bacteria	Proteobacteria	Gammaproteobacteria
Tere_turn_T7901	tereTurn_T7901	Teredinibacter turnerae T7901	bacteria	Proteobacteria	Gammaproteobacteria
Thal_olei_MIL_1	thalOlei_MIL_1	Thalassolituus oleivorans MIL-1	bacteria	Proteobacteria	Gammaproteobacteria
Thal_olei_R6_15	thalOlei_R6_15	Thalassolituus oleivorans R6-15	bacteria	Proteobacteria	Gammaproteobacteria
Thio_aero_AL3	thioAero_AL3	Thioalkalimicrobium aerophilum AL3	bacteria	Proteobacteria	Gammaproteobacteria
Thio_cycl_ALM1	thioCycl_ALM1	Thioalkalimicrobium cyclicum ALM1	bacteria	Proteobacteria	Gammaproteobacteria
Thio_nitr_DSM_14787	thioNitr_DSM14787	Thioalkalivibrio nitratireducens DSM 14787	bacteria	Proteobacteria	Gammaproteobacteria
Thio_K90mix	thioSp_K90MIX	Thioalkalivibrio sp. K90mix	bacteria	Proteobacteria	Gammaproteobacteria
Thio_sulf_HL_EbGr7_HL_EbGR7	thioSulf_HL_EBGR7_HL_EBGR7	Thioalkalivibrio sulfidiphilus HL-EbGr7 HL-EbGR7	bacteria	Proteobacteria	Gammaproteobacteria
Thio_thio_ARh_4	thioThio_ARH_4	Thioalkalivibrio thiocyanoxidans ARh 4	bacteria	Proteobacteria	Gammaproteobacteria
Thio_viol_DSM_198	thioViol_DSM198	Thiocystis violascens DSM 198	bacteria	Proteobacteria	Gammaproteobacteria
Thio_mobi_8321	thioMobi_8321	Thioflavicoccus mobilis 8321	bacteria	Proteobacteria	Gammaproteobacteria
Thio_bran_Hiromi_1	thioBran_HIROMI_1	Thiolapillus brandeum Hiromi 1	bacteria	Proteobacteria	Gammaproteobacteria
Thio_crun_XCL_2	thioCrun_XCL_2	Thiomicrospira crunogena XCL-2	bacteria	Proteobacteria	Gammaproteobacteria
Thio_ingr	thioIngr	Thioploca ingrica	bacteria	Proteobacteria	Gammaproteobacteria
Tolu_auen_DSM_9187	toluAuen_DSM9187	Tolumonas auensis DSM 9187	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_algi_NBRC_15630_ATCC_17749	vibrAlgi_NBRC_15630_ATCC17749	Vibrio alginolyticus NBRC 15630 ATCC 17749	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_angu_775	vibrAngu_775	Vibrio anguillarum 775	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_angu_NB10	vibrAngu_NB10	Vibrio anguillarum NB10	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_camp_ATCC_BAA_1116	vibrCamp_ATCCBAA_1116	Vibrio campbellii ATCC BAA-1116	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_camp_ATCC_BAA_1116_BB120	vibrCamp_ATCCBAA_1116_BB120	Vibrio campbellii ATCC BAA-1116 BB120	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_10432_62	vibrChol_10432_62	Vibrio cholerae 10432-62	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_1154_74	vibrChol_1154_74	Vibrio cholerae 1154-74	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_2012EL_2176	vibrChol_2012EL_2176	Vibrio cholerae 2012EL-2176	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_H1	vibrChol_H1	Vibrio cholerae H1	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_IEC224	vibrChol_IEC224	Vibrio cholerae IEC224	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_LMA3984_4	vibrChol_LMA3984_4	Vibrio cholerae LMA3984-4	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_M66_2	vibrChol_M66_2	Vibrio cholerae M66-2	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_MJ_1236	vibrChol_MJ_1236	Vibrio cholerae MJ-1236	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_MS6	vibrChol_MS6	Vibrio cholerae MS6	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_O1_biovar_El_Tor_FJ147	vibrChol_O1_EL_TOR_FJ147	Vibrio cholerae O1 biovar El Tor FJ147	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_O1_biovar_El_Tor_N16961	vibrChol1	Vibrio cholerae O1 biovar El Tor str. N16961	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_O1_2010EL_1786	vibrChol_O1_2010EL_1786	Vibrio cholerae O1 str. 2010EL-1786	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_O395_1	vibrChol_O395_1	Vibrio cholerae O395	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_chol_O395	vibrChol_O395_1	Vibrio cholerae O395	bacteria	Proteobacteria	Gammaproteobacteria
